Обработка,Интервью с руководителем,СБ,Оформление
0 days 00:00:23,0 days 00:00:01,0 days 18:10:09,15 days 02:13:51
0 days 00:00:25,0 days 00:00:01,0 days 00:00:02,0 days 00:00:10
0 days 00:00:17,0 days 00:00:02,0 days 18:30:48,40 days 23:50:47
0 days 00:00:26,0 days 00:00:01,0 days 18:37:04,1 days 01:07:18
0 days 00:00:30,0 days 00:00:01,0 days 00:00:03,0 days 00:00:08
0 days 00:00:18,0 days 00:00:02,0 days 18:28:20,9 days 00:21:37
0 days 00:00:30,0 days 00:00:02,0 days 18:36:18,2 days 00:27:10
0 days 00:00:08,41 days 22:30:34,0 days 00:00:01,0 days 00:00:05
0 days 00:00:20,0 days 00:00:02,0 days 00:00:02,0 days 00:00:08
0 days 00:00:25,0 days 00:00:02,0 days 00:00:02,0 days 00:00:06
0 days 00:00:21,0 days 00:00:01,0 days 18:27:20,25 days 21:55:56
0 days 00:00:29,0 days 00:00:02,0 days 18:54:05,12 days 00:35:53
0 days 00:00:31,1 days 01:03:32,0 days 17:57:56,4 days 21:52:08
0 days 00:00:37,0 days 00:00:01,0 days 18:29:03,4 days 23:39:38
0 days 00:00:22,0 days 00:00:01,0 days 18:24:04,7 days 00:01:13
0 days 00:00:18,0 days 00:00:02,0 days 18:34:13,5 days 02:32:55
0 days 00:00:17,0 days 00:00:01,0 days 18:58:17,2 days 07:02:21
0 days 00:02:26,1 days 03:12:32,0 days 17:57:37,19 days 20:28:38
0 days 00:00:16,0 days 00:00:02,0 days 18:08:23,9 days 21:13:39
0 days 00:00:20,0 days 00:00:02,0 days 18:51:59,4 days 22:29:11
0 days 00:00:11,0 days 00:00:02,0 days 00:00:02,0 days 00:00:06
0 days 00:00:46,0 days 00:00:02,16 days 20:24:08,0 days 00:00:05
0 days 00:00:19,0 days 00:00:02,0 days 18:26:56,21 days 22:41:16
0 days 00:01:04,2 days 23:04:00,0 days 03:30:06,23 days 01:16:07
1 days 00:13:32,1 days 00:12:27,0 days 17:54:51,12 days 22:12:50
0 days 00:00:34,0 days 00:00:02,0 days 23:46:53,1 days 23:46:53
0 days 00:00:16,0 days 00:00:01,0 days 18:48:09,2 days 05:23:30
0 days 00:00:28,0 days 00:00:01,0 days 18:23:02,1 days 23:55:46
0 days 00:03:41,0 days 00:00:02,0 days 17:46:14,43 days 17:47:05
0 days 00:00:17,0 days 00:00:01,0 days 18:40:09,5 days 05:36:12
0 days 00:00:35,0 days 00:00:02,0 days 00:00:02,0 days 00:00:07
0 days 00:00:12,0 days 00:00:02,0 days 19:21:45,1 days 20:18:05
0 days 00:00:21,0 days 00:00:03,0 days 00:00:05,0 days 00:00:07
0 days 00:00:42,0 days 00:00:02,0 days 00:00:04,0 days 00:00:25
0 days 00:00:11,1 days 03:20:51,0 days 17:17:15,19 days 00:27:19
0 days 00:00:14,0 days 00:00:01,0 days 00:00:02,3 days 02:19:43
0 days 00:00:24,0 days 00:00:01,0 days 17:08:02,6 days 05:13:04
0 days 00:00:28,0 days 00:00:01,0 days 00:00:02,0 days 00:00:09
0 days 00:00:59,0 days 00:00:01,0 days 00:00:03,0 days 00:01:03
0 days 00:00:22,0 days 00:00:01,0 days 18:38:07,1 days 23:46:59
0 days 00:00:40,0 days 00:00:01,0 days 00:00:02,0 days 00:00:05
0 days 00:00:26,0 days 00:00:02,0 days 18:37:54,8 days 01:49:54
0 days 00:00:28,2 days 01:29:22,0 days 17:20:06,3 days 22:55:16
0 days 00:00:21,0 days 00:00:01,0 days 18:40:58,33 days 18:12:36
0 days 00:00:09,0 days 00:00:01,0 days 00:00:03,0 days 00:00:07
0 days 00:00:13,0 days 00:00:01,0 days 00:00:03,0 days 00:00:06
0 days 00:00:25,0 days 00:00:01,0 days 18:42:40,4 days 18:57:55
0 days 00:00:17,0 days 00:00:02,0 days 17:18:04,5 days 04:46:34
0 days 00:00:44,0 days 00:00:01,0 days 16:56:38,2 days 01:32:28
0 days 00:00:31,0 days 00:00:01,0 days 17:00:01,15 days 22:46:47
0 days 00:00:11,8 days 22:32:19,0 days 02:04:30,12 days 19:18:49
0 days 00:00:11,0 days 00:00:01,0 days 18:32:27,4 days 00:29:02
0 days 00:00:18,0 days 00:00:01,0 days 17:20:06,2 days 04:37:39
0 days 00:00:20,0 days 00:00:02,0 days 17:20:08,7 days 01:17:11
0 days 00:01:03,0 days 00:00:01,0 days 17:26:43,22 days 00:32:04
0 days 00:00:19,0 days 00:00:01,0 days 17:29:05,6 days 23:50:28
0 days 00:00:11,6 days 21:21:06,0 days 03:22:09,6 days 01:33:39
0 days 00:00:20,0 days 00:00:02,0 days 17:17:06,9 days 16:24:17
0 days 00:00:09,19 days 20:18:48,0 days 00:00:02,0 days 00:00:08
0 days 00:00:58,0 days 00:00:01,0 days 16:50:52,20 days 18:11:19
0 days 00:00:30,0 days 00:00:01,0 days 18:19:22,8 days 21:58:10
0 days 00:00:09,0 days 00:00:01,0 days 00:00:02,0 days 00:00:05
0 days 00:00:25,0 days 00:00:01,0 days 17:46:28,13 days 15:11:21
0 days 00:01:00,0 days 19:28:42,0 days 03:55:59,21 days 19:13:49
0 days 00:01:16,0 days 00:00:02,0 days 17:18:03,4 days 19:42:53
0 days 00:00:13,5 days 23:10:28,0 days 18:39:49,2 days 20:53:40
0 days 00:00:40,0 days 00:00:01,0 days 17:38:49,5 days 23:51:05
0 days 00:00:22,0 days 00:00:01,0 days 17:31:23,11 days 19:06:44
0 days 00:00:28,0 days 00:00:01,0 days 17:43:38,5 days 23:00:04
0 days 00:00:34,0 days 00:00:02,0 days 17:18:55,7 days 23:43:26
0 days 00:01:43,0 days 18:12:40,0 days 04:47:58,2 days 02:21:31
0 days 00:00:09,0 days 00:00:01,0 days 00:00:02,0 days 00:00:07
0 days 00:00:48,0 days 21:57:12,0 days 02:13:20,7 days 03:49:29
0 days 00:00:31,0 days 00:00:02,0 days 18:00:49,12 days 02:02:30
0 days 00:00:30,0 days 00:00:01,0 days 17:43:34,8 days 22:07:34
0 days 00:00:21,0 days 00:00:02,0 days 17:54:27,8 days 00:36:19
0 days 00:00:24,0 days 00:00:01,0 days 17:35:30,13 days 00:14:30
0 days 00:00:10,0 days 00:00:01,0 days 00:00:02,0 days 00:00:05
0 days 00:01:13,0 days 22:40:07,0 days 18:13:57,12 days 22:07:22
0 days 00:00:22,0 days 00:00:01,0 days 18:11:45,4 days 23:39:38
0 days 00:00:16,0 days 00:00:01,0 days 18:25:50,33 days 17:36:17
0 days 00:00:31,0 days 00:00:01,0 days 18:10:43,13 days 05:09:21
0 days 00:00:51,1 days 23:31:01,0 days 01:54:20,13 days 03:01:16
0 days 00:00:23,0 days 00:00:02,0 days 18:16:41,0 days 00:00:06
0 days 00:00:25,0 days 00:00:01,0 days 17:52:42,12 days 23:28:28
0 days 00:00:20,1 days 00:11:55,0 days 18:10:23,11 days 18:04:02
0 days 00:00:24,0 days 00:00:02,0 days 18:09:21,4 days 23:26:50
0 days 00:00:11,0 days 00:00:01,0 days 00:00:02,0 days 00:00:04
0 days 00:00:30,2 days 22:16:26,0 days 00:00:03,0 days 02:25:23
0 days 00:00:43,0 days 00:00:02,0 days 18:17:34,12 days 02:38:45
0 days 00:00:17,0 days 00:00:01,0 days 18:10:14,4 days 18:44:50
0 days 00:00:29,0 days 00:00:01,0 days 18:13:25,15 days 02:15:43
0 days 00:00:30,0 days 00:00:02,0 days 04:50:20,5 days 07:32:19
0 days 00:00:19,0 days 00:00:02,0 days 18:19:53,5 days 00:23:43
0 days 00:00:13,0 days 00:00:01,0 days 17:40:08,5 days 03:28:46
0 days 00:00:35,0 days 00:00:02,0 days 18:22:31,35 days 18:54:08
0 days 00:00:19,0 days 00:00:01,0 days 18:17:43,13 days 18:25:02
0 days 00:00:25,0 days 00:00:02,0 days 18:21:51,0 days 21:15:11
0 days 00:00:25,0 days 00:00:01,0 days 17:24:14,7 days 04:34:36
0 days 00:00:22,0 days 00:00:01,0 days 18:40:10,8 days 04:02:23
0 days 00:00:18,0 days 00:00:02,0 days 18:43:45,22 days 04:42:57
0 days 00:00:26,0 days 00:00:02,0 days 22:50:50,4 days 23:16:54
0 days 00:00:38,0 days 00:00:02,0 days 18:14:37,7 days 01:09:03
0 days 00:00:26,0 days 00:00:01,0 days 18:36:59,5 days 23:40:42
0 days 00:00:20,1 days 16:54:21,0 days 04:00:10,13 days 02:41:55
0 days 00:00:19,0 days 00:00:02,0 days 18:54:13,15 days 19:16:02
0 days 00:00:19,0 days 00:00:01,0 days 18:40:37,20 days 22:07:14
0 days 00:00:29,0 days 00:00:01,0 days 18:27:20,1 days 22:48:11
0 days 00:00:18,0 days 00:00:01,0 days 18:16:26,9 days 03:51:13
0 days 00:00:25,0 days 00:00:01,0 days 18:43:14,13 days 04:24:25
0 days 00:00:33,0 days 00:00:02,0 days 17:14:15,14 days 00:04:54
0 days 00:00:13,0 days 00:00:01,0 days 00:00:03,2 days 20:44:31
0 days 00:00:55,0 days 00:00:02,0 days 18:04:56,13 days 17:36:01
0 days 00:00:08,1 days 18:20:56,0 days 04:19:12,4 days 23:12:14
0 days 00:00:21,0 days 00:00:02,0 days 16:57:52,4 days 22:45:15
0 days 00:00:22,0 days 00:00:01,0 days 17:13:05,12 days 01:11:43
0 days 00:00:11,0 days 00:00:01,0 days 19:01:18,2 days 01:05:41
0 days 00:00:29,0 days 00:00:02,0 days 19:56:07,9 days 16:50:10
0 days 00:00:17,6 days 17:34:57,0 days 03:37:01,20 days 03:12:00
0 days 00:00:37,0 days 00:00:01,0 days 19:12:33,27 days 17:16:35
0 days 00:01:21,0 days 00:00:02,0 days 19:42:55,20 days 19:04:15
0 days 00:00:26,0 days 00:00:01,0 days 18:26:50,6 days 00:10:01
0 days 00:00:21,0 days 00:00:01,0 days 19:23:39,4 days 22:25:57
0 days 00:01:21,0 days 00:00:01,22 days 23:45:33,0 days 00:00:05
0 days 00:00:40,0 days 00:00:01,0 days 18:51:48,0 days 00:00:04
0 days 00:00:18,0 days 00:00:01,0 days 18:51:39,8 days 20:55:43
0 days 00:00:22,0 days 00:00:01,0 days 18:49:34,12 days 19:49:56
0 days 00:00:18,0 days 00:00:01,0 days 18:48:54,11 days 19:09:55
0 days 00:00:30,0 days 00:00:02,0 days 23:03:43,7 days 07:49:07
0 days 00:00:30,0 days 00:00:02,0 days 18:53:23,13 days 19:08:05
0 days 00:00:24,0 days 00:00:02,0 days 19:14:53,4 days 22:27:50
0 days 00:00:10,1 days 17:13:13,0 days 03:22:18,14 days 00:14:54
0 days 00:00:42,0 days 00:00:02,0 days 21:54:00,28 days 02:19:46
0 days 00:00:11,0 days 00:00:01,0 days 00:00:02,0 days 00:00:03
0 days 00:00:21,0 days 00:00:01,0 days 18:38:58,5 days 05:24:22
0 days 00:00:39,0 days 00:00:02,0 days 18:49:12,7 days 21:23:51
0 days 00:01:31,0 days 00:00:01,0 days 18:41:07,7 days 23:33:43
0 days 00:01:03,0 days 00:00:02,0 days 18:49:10,12 days 03:32:35
0 days 00:00:23,0 days 00:00:01,0 days 18:52:11,4 days 19:59:21
0 days 00:00:23,0 days 00:00:01,0 days 18:38:33,9 days 15:45:23
0 days 00:00:52,0 days 00:00:01,0 days 18:50:13,14 days 19:58:05
0 days 00:00:16,0 days 00:00:01,0 days 22:25:32,4 days 08:06:46
0 days 00:00:19,0 days 00:00:01,0 days 22:25:52,8 days 00:58:12
0 days 00:00:12,0 days 20:46:48,0 days 17:58:16,6 days 00:23:20
0 days 00:00:52,0 days 00:00:01,0 days 00:00:02,0 days 00:00:10
0 days 00:00:18,0 days 22:22:46,0 days 18:38:21,3 days 23:22:15
0 days 00:00:24,0 days 00:00:01,0 days 00:00:02,0 days 00:00:15
0 days 00:00:38,0 days 00:00:02,0 days 17:58:15,7 days 00:54:40
0 days 00:00:19,0 days 00:00:01,0 days 00:00:02,0 days 00:02:32
0 days 00:00:32,0 days 00:00:01,0 days 17:43:23,14 days 18:35:29
0 days 00:00:27,0 days 00:00:01,0 days 17:47:17,19 days 19:06:35
0 days 00:00:21,0 days 00:00:01,0 days 16:27:10,4 days 23:34:50
0 days 00:01:09,0 days 00:00:01,0 days 17:36:53,8 days 07:41:49
0 days 00:00:34,0 days 00:00:01,0 days 17:33:56,4 days 06:12:00
0 days 00:00:22,0 days 00:00:01,0 days 17:31:05,2 days 00:56:06
0 days 00:00:52,0 days 00:00:01,0 days 16:44:37,6 days 23:41:24
0 days 00:00:26,0 days 00:00:01,0 days 16:40:29,3 days 22:22:06
0 days 00:00:20,0 days 00:00:01,0 days 16:36:04,2 days 04:28:48
0 days 00:00:15,0 days 00:00:01,0 days 15:41:06,5 days 00:18:12
0 days 00:00:23,0 days 00:00:01,0 days 16:24:24,5 days 22:05:10
0 days 00:00:38,0 days 00:00:02,0 days 16:28:19,7 days 23:00:44
0 days 00:00:17,0 days 00:00:01,0 days 15:07:09,9 days 01:05:46
0 days 00:00:37,0 days 00:00:01,0 days 15:00:23,8 days 02:19:54
0 days 00:00:24,0 days 00:00:01,0 days 14:44:06,7 days 04:21:34
0 days 00:00:17,0 days 00:00:02,0 days 14:39:57,6 days 05:36:22
0 days 00:00:13,0 days 00:00:01,0 days 14:35:36,9 days 03:42:49
0 days 00:00:43,0 days 00:00:01,0 days 15:22:47,26 days 18:09:32
0 days 00:00:16,0 days 00:00:01,0 days 14:30:05,7 days 03:37:32
0 days 00:00:49,0 days 05:48:23,0 days 03:34:52,26 days 01:49:09
0 days 00:00:21,0 days 00:00:01,0 days 04:32:26,4 days 06:43:24
0 days 00:00:21,0 days 00:00:01,0 days 04:26:38,0 days 00:00:04
0 days 00:00:13,3 days 21:13:15,1 days 06:04:28,8 days 00:32:49
0 days 00:00:15,2 days 08:10:21,2 days 17:02:19,15 days 19:13:43
0 days 00:00:49,0 days 00:00:01,0 days 08:33:59,0 days 00:00:11
0 days 00:00:42,2 days 02:39:15,0 days 03:34:29,12 days 04:11:20
0 days 00:00:21,1 days 04:09:03,2 days 17:29:03,8 days 00:13:32
0 days 00:01:18,0 days 00:00:01,0 days 03:41:18,9 days 00:16:45
0 days 00:00:25,0 days 00:00:01,0 days 05:02:34,26 days 00:29:20
0 days 00:00:25,0 days 00:00:01,0 days 03:51:38,8 days 06:30:54
0 days 00:00:24,0 days 00:00:01,0 days 05:10:04,8 days 17:57:52
0 days 00:00:23,0 days 00:00:01,0 days 04:21:15,7 days 22:55:06
0 days 00:00:17,0 days 00:00:02,0 days 03:50:58,4 days 05:44:21
0 days 00:00:26,0 days 00:00:01,0 days 04:40:56,2 days 01:07:23
0 days 00:00:17,0 days 00:00:01,0 days 04:34:25,7 days 00:03:28
0 days 00:00:15,0 days 00:00:02,0 days 03:19:11,31 days 21:33:19
0 days 00:00:35,0 days 00:00:02,0 days 04:09:15,7 days 23:54:47
0 days 00:00:18,0 days 00:00:01,0 days 03:20:28,6 days 23:38:05
0 days 00:00:30,0 days 00:00:01,0 days 04:38:54,4 days 10:24:48
0 days 00:00:27,0 days 00:00:01,0 days 04:35:45,5 days 06:57:41
0 days 00:00:20,0 days 00:00:01,0 days 03:19:12,5 days 01:30:31
0 days 00:00:22,0 days 00:00:01,0 days 04:37:39,7 days 05:56:33
0 days 00:00:17,0 days 00:00:02,0 days 04:30:43,3 days 21:48:05
0 days 00:00:25,0 days 00:00:01,0 days 04:49:45,6 days 20:26:41
0 days 00:00:21,0 days 00:00:01,0 days 05:16:12,4 days 09:51:11
0 days 00:00:30,0 days 00:00:01,0 days 05:09:12,14 days 17:41:53
0 days 00:00:32,2 days 02:15:04,0 days 03:23:05,7 days 00:30:17
0 days 00:00:29,0 days 00:00:01,0 days 05:08:53,35 days 23:24:40
0 days 00:00:32,,0 days 03:09:16,4 days 23:26:05
0 days 00:00:16,0 days 23:13:46,0 days 04:00:45,0 days 00:00:05
0 days 00:00:21,0 days 00:00:02,0 days 05:05:32,8 days 06:35:10
0 days 00:00:20,0 days 00:00:02,0 days 04:54:36,5 days 22:38:46
0 days 00:00:19,0 days 00:00:01,0 days 05:05:17,7 days 23:25:27
0 days 00:00:42,0 days 04:40:00,0 days 17:26:23,13 days 02:10:49
0 days 00:00:21,0 days 00:00:02,0 days 04:50:39,6 days 01:01:37
0 days 00:00:21,0 days 00:00:01,0 days 04:51:54,13 days 19:19:54
0 days 00:00:09,2 days 06:26:32,0 days 00:00:02,18 days 00:58:37
0 days 00:00:24,0 days 00:00:02,0 days 04:18:45,9 days 00:11:28
0 days 00:00:28,0 days 00:00:02,0 days 04:49:15,7 days 02:52:13
0 days 00:00:21,0 days 00:00:02,0 days 04:54:42,18 days 18:58:11
0 days 00:00:17,0 days 00:00:02,0 days 04:52:48,4 days 18:49:29
0 days 00:00:38,0 days 00:00:02,0 days 04:45:47,4 days 22:19:01
0 days 00:00:14,5 days 01:30:42,0 days 00:02:03,13 days 04:08:35
0 days 00:00:19,0 days 00:00:02,0 days 04:47:32,7 days 21:25:00
0 days 00:00:52,0 days 00:00:02,0 days 04:55:35,13 days 18:43:25
0 days 00:00:19,0 days 00:00:02,0 days 04:45:15,13 days 17:48:56
0 days 00:00:37,2 days 02:36:19,0 days 02:47:16,13 days 21:17:22
0 days 00:00:22,0 days 00:00:02,0 days 04:21:41,12 days 22:48:43
0 days 00:00:21,0 days 00:00:01,0 days 04:53:42,15 days 21:43:36
1 days 05:02:27,1 days 05:03:27,0 days 17:37:16,7 days 17:41:33
0 days 00:00:19,0 days 00:00:02,0 days 04:41:40,1 days 21:04:22
0 days 00:00:23,0 days 00:00:01,0 days 04:43:46,2 days 00:18:20
0 days 00:00:12,6 days 07:20:31,0 days 00:00:03,0 days 00:00:09
0 days 00:00:22,0 days 00:00:01,0 days 04:44:18,7 days 01:26:21
0 days 00:00:25,0 days 00:00:02,0 days 04:44:24,11 days 18:30:02
0 days 00:00:22,0 days 00:00:01,0 days 04:42:31,4 days 21:36:26
0 days 00:00:18,0 days 00:00:01,0 days 04:39:59,4 days 22:02:12
0 days 00:00:31,0 days 00:00:01,0 days 04:30:19,4 days 21:41:20
0 days 00:00:13,1 days 22:24:29,0 days 04:17:28,34 days 00:50:36
0 days 00:00:18,0 days 00:00:01,0 days 04:26:12,0 days 20:49:09
0 days 00:00:16,0 days 00:00:02,0 days 04:27:22,12 days 22:49:28
0 days 00:00:21,0 days 00:00:02,0 days 03:57:23,5 days 00:37:03
0 days 00:00:25,0 days 00:00:02,0 days 04:23:55,5 days 02:28:59
0 days 00:01:07,0 days 00:00:01,0 days 04:47:32,6 days 00:31:15
0 days 00:00:26,0 days 00:00:01,0 days 04:32:40,2 days 00:11:17
0 days 00:00:23,0 days 00:00:01,0 days 04:24:18,9 days 01:03:39
0 days 00:00:17,0 days 00:00:02,0 days 04:57:25,6 days 23:45:49
0 days 00:00:24,0 days 00:00:01,0 days 04:33:03,8 days 00:36:20
0 days 00:00:39,0 days 00:00:01,0 days 04:48:41,1 days 23:09:13
0 days 00:00:21,0 days 00:00:02,0 days 04:53:27,5 days 23:44:14
0 days 00:00:33,0 days 00:00:02,0 days 04:52:56,4 days 19:59:55
0 days 00:00:46,0 days 00:00:01,0 days 04:30:46,12 days 00:54:33
0 days 00:00:24,0 days 00:00:02,0 days 04:34:49,8 days 00:38:55
0 days 00:00:29,0 days 00:00:02,0 days 04:23:43,6 days 00:28:40
0 days 00:00:26,0 days 00:00:01,0 days 04:36:48,5 days 23:30:59
0 days 00:00:21,0 days 00:00:02,0 days 04:27:35,6 days 00:42:10
0 days 00:02:06,0 days 00:00:02,0 days 04:40:18,5 days 22:28:51
0 days 00:00:13,0 days 00:00:01,0 days 04:30:38,5 days 00:08:42
0 days 00:00:18,0 days 00:00:02,0 days 04:24:38,9 days 00:31:53
18 days 07:09:46,0 days 00:00:01,0 days 00:00:02,0 days 00:00:07
0 days 00:00:17,0 days 00:00:02,0 days 04:29:42,7 days 01:45:51
0 days 00:00:19,0 days 00:00:01,0 days 04:26:20,5 days 05:55:57
0 days 00:03:01,0 days 00:00:01,0 days 04:31:41,5 days 03:34:00
0 days 00:00:26,0 days 00:00:02,0 days 04:27:15,6 days 08:45:35
0 days 00:00:25,0 days 00:00:01,0 days 04:09:26,13 days 19:46:47
0 days 00:00:16,0 days 00:00:01,0 days 04:19:21,2 days 00:39:38
0 days 00:00:19,5 days 23:45:33,0 days 03:39:28,19 days 21:58:57
0 days 00:02:55,0 days 00:00:02,0 days 04:12:40,11 days 02:42:07
0 days 00:00:24,0 days 00:00:01,0 days 04:06:01,4 days 07:17:01
0 days 00:00:18,0 days 00:00:01,0 days 04:09:21,1 days 20:39:14
0 days 00:00:30,0 days 00:00:01,0 days 04:16:17,4 days 22:23:01
0 days 00:00:29,0 days 00:00:01,0 days 04:24:32,9 days 17:30:05
0 days 00:00:41,0 days 00:00:02,0 days 00:00:02,1 days 03:08:03
0 days 00:00:34,0 days 00:00:01,0 days 04:04:27,5 days 21:16:22
0 days 00:00:37,0 days 00:00:05,0 days 04:01:49,21 days 07:54:35
0 days 00:00:11,0 days 07:39:52,0 days 17:22:13,12 days 20:25:58
0 days 00:00:15,0 days 00:00:02,0 days 03:52:14,5 days 20:59:27
0 days 00:00:26,0 days 00:00:01,0 days 04:10:35,6 days 00:50:44
0 days 00:00:20,0 days 00:00:03,0 days 04:20:23,15 days 20:12:55
0 days 00:00:19,0 days 00:00:02,0 days 04:36:00,8 days 04:05:33
0 days 00:00:23,0 days 00:00:02,0 days 04:16:36,4 days 20:55:16
0 days 00:00:42,0 days 00:00:01,0 days 04:18:25,6 days 02:36:36
0 days 00:00:21,0 days 00:00:01,0 days 04:06:13,14 days 21:00:52
0 days 00:00:19,0 days 00:00:02,0 days 04:13:18,4 days 21:29:19
0 days 00:00:23,0 days 00:00:01,0 days 04:16:33,11 days 01:29:42
0 days 00:02:58,13 days 23:35:43,0 days 00:00:01,0 days 00:00:08
0 days 00:00:22,0 days 00:00:02,0 days 04:19:04,6 days 22:06:10
0 days 00:00:49,0 days 00:00:02,0 days 04:23:18,4 days 23:08:59
0 days 00:00:18,0 days 00:00:02,0 days 04:04:52,18 days 02:57:36
0 days 00:00:18,0 days 00:00:02,0 days 04:12:57,1 days 23:30:39
0 days 00:00:18,0 days 00:00:01,0 days 04:07:04,5 days 23:23:19
0 days 00:00:18,0 days 00:00:02,0 days 04:24:59,6 days 23:30:19
0 days 00:00:39,0 days 00:00:01,0 days 04:20:45,5 days 05:11:10
0 days 00:00:24,0 days 00:00:02,0 days 03:55:05,6 days 01:00:02
0 days 00:00:22,0 days 00:00:02,0 days 04:23:56,4 days 01:32:05
0 days 00:00:17,0 days 00:00:01,0 days 03:56:42,7 days 00:06:13
0 days 00:00:46,0 days 00:00:03,0 days 04:34:22,6 days 06:17:12
0 days 00:00:56,1 days 05:12:42,0 days 17:19:11,3 days 23:45:49
0 days 00:00:20,0 days 00:00:01,0 days 03:49:05,4 days 19:49:07
0 days 00:00:18,0 days 00:00:01,0 days 03:44:24,7 days 19:35:56
0 days 00:00:18,0 days 00:00:01,0 days 03:40:22,4 days 23:25:58
0 days 00:00:18,0 days 00:00:02,0 days 03:40:34,8 days 02:29:57
0 days 00:00:20,0 days 00:00:02,0 days 03:51:04,7 days 22:38:14
0 days 00:00:23,0 days 00:00:02,0 days 04:12:54,7 days 22:21:44
0 days 00:00:28,0 days 00:00:02,0 days 03:43:42,6 days 02:40:54
0 days 00:00:21,0 days 00:00:02,0 days 04:02:57,12 days 22:51:40
0 days 00:00:07,0 days 04:51:51,0 days 00:00:03,6 days 02:10:02
0 days 00:00:25,0 days 00:00:01,0 days 03:44:21,8 days 21:57:14
0 days 00:00:26,0 days 00:00:01,0 days 03:28:20,5 days 04:13:36
0 days 00:00:31,0 days 00:00:01,0 days 04:07:11,4 days 02:41:01
0 days 00:00:18,0 days 00:00:02,0 days 03:53:24,6 days 23:01:17
0 days 00:00:21,0 days 00:00:01,0 days 03:24:35,15 days 03:01:57
0 days 00:01:05,4 days 22:22:36,0 days 05:26:03,2 days 02:35:08
0 days 00:00:21,0 days 00:00:02,0 days 03:26:38,6 days 08:25:45
0 days 00:00:35,0 days 00:00:02,0 days 03:56:13,7 days 08:13:31
0 days 00:00:10,0 days 00:00:02,0 days 00:00:03,0 days 05:59:04
0 days 00:02:04,0 days 00:00:01,0 days 04:00:21,2 days 01:41:24
0 days 00:00:24,7 days 00:37:08,0 days 02:56:53,7 days 04:14:23
0 days 00:00:25,0 days 00:00:03,0 days 03:31:22,8 days 22:15:41
0 days 00:00:20,0 days 00:00:02,0 days 03:22:14,29 days 21:27:43
0 days 00:00:21,0 days 00:00:01,0 days 21:31:00,14 days 21:43:33
0 days 00:00:10,16 days 03:20:37,0 days 00:00:02,0 days 00:00:07
0 days 00:00:37,0 days 00:00:01,0 days 03:37:00,7 days 22:15:07
0 days 00:00:18,0 days 00:00:01,0 days 03:48:27,4 days 18:28:05
0 days 00:00:25,0 days 00:00:02,0 days 03:36:54,4 days 06:47:27
0 days 00:00:22,0 days 00:00:02,0 days 03:22:25,21 days 23:57:24
0 days 00:00:20,0 days 00:00:01,0 days 03:41:05,5 days 23:31:21
0 days 00:00:18,0 days 00:00:01,0 days 03:15:28,7 days 01:52:46
0 days 00:00:15,0 days 00:00:01,0 days 00:00:03,0 days 00:00:09
0 days 00:00:21,0 days 00:00:02,0 days 02:56:49,8 days 01:17:43
0 days 00:00:20,0 days 00:00:02,0 days 03:07:39,13 days 00:01:06
0 days 00:00:15,6 days 03:21:41,0 days 17:06:19,0 days 23:00:13
0 days 00:00:32,0 days 00:00:02,0 days 03:21:27,5 days 00:50:54
0 days 00:02:22,0 days 00:00:01,0 days 03:33:16,8 days 01:28:11
0 days 00:02:44,0 days 00:00:01,0 days 00:00:02,0 days 00:00:14
0 days 00:00:39,0 days 00:00:01,0 days 03:15:23,11 days 04:57:30
0 days 00:00:16,0 days 00:00:02,0 days 03:38:38,2 days 01:10:22
0 days 00:00:21,0 days 00:00:02,0 days 03:27:03,8 days 00:22:48
0 days 00:00:30,0 days 00:00:02,0 days 03:34:53,33 days 01:58:37
0 days 00:00:14,5 days 02:10:58,0 days 18:24:48,10 days 21:48:11
0 days 00:01:29,0 days 00:00:02,0 days 00:00:03,0 days 00:00:13
0 days 00:00:39,0 days 00:00:01,0 days 00:00:03,6 days 05:39:54
0 days 00:00:18,0 days 00:00:01,0 days 00:00:04,0 days 00:00:10
0 days 00:00:49,0 days 00:00:01,0 days 03:28:55,5 days 22:55:20
0 days 00:00:19,0 days 00:00:01,0 days 03:32:56,4 days 23:55:54
0 days 00:00:22,0 days 00:00:02,0 days 03:28:37,1 days 23:42:37
0 days 20:27:45,0 days 00:00:01,0 days 03:15:05,10 days 22:55:59
0 days 00:00:32,0 days 00:00:02,0 days 03:06:53,1 days 21:02:19
0 days 00:00:19,0 days 00:00:02,0 days 03:15:33,22 days 17:19:50
0 days 00:00:36,0 days 00:00:01,0 days 03:24:36,13 days 19:04:27
0 days 00:00:18,0 days 00:00:02,0 days 00:00:02,0 days 00:00:08
0 days 00:00:21,0 days 00:00:02,0 days 03:28:05,9 days 00:44:27
0 days 00:00:27,0 days 00:00:01,0 days 03:30:34,20 days 20:39:10
0 days 00:00:13,0 days 23:24:50,0 days 00:00:03,1 days 07:23:58
0 days 00:00:20,0 days 00:00:04,0 days 03:33:24,1 days 00:30:08
0 days 00:00:18,0 days 00:00:02,0 days 03:13:09,6 days 23:21:42
0 days 00:00:11,0 days 05:01:30,0 days 17:39:07,7 days 22:24:38
0 days 00:00:24,3 days 22:46:35,1 days 01:03:02,14 days 00:25:14
0 days 00:00:46,7 days 03:59:59,0 days 00:00:02,0 days 00:00:07
0 days 00:00:21,0 days 00:00:02,0 days 03:18:10,7 days 03:52:44
